Platform Type	Center	Platform	Level	Sample	Barcode	File Name
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5963-01	TCGA-FG-5963-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5963-01A-11D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5963-01	TCGA-FG-5963-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5963-01A-11D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5963-01	TCGA-FG-5963-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5963-01A-11D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5963-11	TCGA-FG-5963-11A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5963-11A-01D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5963-11	TCGA-FG-5963-11A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5963-11A-01D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5963-11	TCGA-FG-5963-11A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5963-11A-01D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5963-11	TCGA-FG-5963-11A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5963-11A-01D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5964-01	TCGA-FG-5964-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5964-01A-11D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5964-01	TCGA-FG-5964-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5964-01A-11D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5964-01	TCGA-FG-5964-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5964-01A-11D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5964-01	TCGA-FG-5964-01A-11D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5964-01A-11D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5964-11	TCGA-FG-5964-11A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5964-11A-01D-1704-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5964-11	TCGA-FG-5964-11A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5964-11A-01D-1704-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5964-11	TCGA-FG-5964-11A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5964-11A-01D-1704-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5964-11	TCGA-FG-5964-11A-01D-1704-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5964-11A-01D-1704-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5965-01	TCGA-FG-5965-01B-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5965-01B-11D-1892-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5965-01	TCGA-FG-5965-01B-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5965-01B-11D-1892-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5965-01	TCGA-FG-5965-01B-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5965-01B-11D-1892-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5965-01	TCGA-FG-5965-01B-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5965-01B-11D-1892-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5965-10	TCGA-FG-5965-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5965-10A-01D-1892-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5965-10	TCGA-FG-5965-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5965-10A-01D-1892-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5965-10	TCGA-FG-5965-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5965-10A-01D-1892-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-5965-10	TCGA-FG-5965-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-5965-10A-01D-1892-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6688-01	TCGA-FG-6688-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6688-01A-11D-1892-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6688-01	TCGA-FG-6688-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6688-01A-11D-1892-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6688-01	TCGA-FG-6688-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6688-01A-11D-1892-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6688-01	TCGA-FG-6688-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6688-01A-11D-1892-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6688-10	TCGA-FG-6688-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6688-10A-01D-1892-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6688-10	TCGA-FG-6688-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6688-10A-01D-1892-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6688-10	TCGA-FG-6688-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6688-10A-01D-1892-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6688-10	TCGA-FG-6688-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6688-10A-01D-1892-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6689-01	TCGA-FG-6689-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6689-01A-11D-1892-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6689-01	TCGA-FG-6689-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6689-01A-11D-1892-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6689-01	TCGA-FG-6689-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6689-01A-11D-1892-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6689-01	TCGA-FG-6689-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6689-01A-11D-1892-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6689-10	TCGA-FG-6689-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6689-10A-01D-1892-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6689-10	TCGA-FG-6689-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6689-10A-01D-1892-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6689-10	TCGA-FG-6689-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6689-10A-01D-1892-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6689-10	TCGA-FG-6689-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6689-10A-01D-1892-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6690-01	TCGA-FG-6690-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6690-01A-11D-1892-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6690-01	TCGA-FG-6690-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6690-01A-11D-1892-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6690-01	TCGA-FG-6690-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6690-01A-11D-1892-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6690-01	TCGA-FG-6690-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6690-01A-11D-1892-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6690-10	TCGA-FG-6690-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6690-10A-01D-1892-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6690-10	TCGA-FG-6690-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6690-10A-01D-1892-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6690-10	TCGA-FG-6690-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6690-10A-01D-1892-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6690-10	TCGA-FG-6690-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6690-10A-01D-1892-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6691-01	TCGA-FG-6691-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6691-01A-11D-1892-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6691-01	TCGA-FG-6691-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6691-01A-11D-1892-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6691-01	TCGA-FG-6691-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6691-01A-11D-1892-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6691-01	TCGA-FG-6691-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6691-01A-11D-1892-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6691-10	TCGA-FG-6691-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6691-10A-01D-1892-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6691-10	TCGA-FG-6691-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6691-10A-01D-1892-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6691-10	TCGA-FG-6691-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6691-10A-01D-1892-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6691-10	TCGA-FG-6691-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6691-10A-01D-1892-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6692-01	TCGA-FG-6692-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6692-01A-11D-1892-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6692-01	TCGA-FG-6692-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6692-01A-11D-1892-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6692-01	TCGA-FG-6692-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6692-01A-11D-1892-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6692-01	TCGA-FG-6692-01A-11D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6692-01A-11D-1892-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6692-10	TCGA-FG-6692-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6692-10A-01D-1892-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6692-10	TCGA-FG-6692-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6692-10A-01D-1892-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6692-10	TCGA-FG-6692-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6692-10A-01D-1892-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-6692-10	TCGA-FG-6692-10A-01D-1892-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-6692-10A-01D-1892-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7634-01	TCGA-FG-7634-01A-11D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7634-01A-11D-2085-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7634-01	TCGA-FG-7634-01A-11D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7634-01A-11D-2085-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7634-01	TCGA-FG-7634-01A-11D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7634-01A-11D-2085-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7634-01	TCGA-FG-7634-01A-11D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7634-01A-11D-2085-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7634-10	TCGA-FG-7634-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7634-10A-01D-2085-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7634-10	TCGA-FG-7634-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7634-10A-01D-2085-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7634-10	TCGA-FG-7634-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7634-10A-01D-2085-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7634-10	TCGA-FG-7634-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7634-10A-01D-2085-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7636-01	TCGA-FG-7636-01A-11D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7636-01A-11D-2085-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7636-01	TCGA-FG-7636-01A-11D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7636-01A-11D-2085-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7636-01	TCGA-FG-7636-01A-11D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7636-01A-11D-2085-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7636-01	TCGA-FG-7636-01A-11D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7636-01A-11D-2085-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7636-10	TCGA-FG-7636-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7636-10A-01D-2085-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7636-10	TCGA-FG-7636-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7636-10A-01D-2085-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7636-10	TCGA-FG-7636-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7636-10A-01D-2085-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7636-10	TCGA-FG-7636-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7636-10A-01D-2085-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7637-10	TCGA-FG-7637-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7637-10A-01D-2085-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7637-10	TCGA-FG-7637-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7637-10A-01D-2085-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7637-10	TCGA-FG-7637-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7637-10A-01D-2085-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7637-10	TCGA-FG-7637-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7637-10A-01D-2085-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7638-01	TCGA-FG-7638-01B-11D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7638-01B-11D-2085-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7638-01	TCGA-FG-7638-01B-11D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7638-01B-11D-2085-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7638-01	TCGA-FG-7638-01B-11D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7638-01B-11D-2085-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7638-01	TCGA-FG-7638-01B-11D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7638-01B-11D-2085-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7638-10	TCGA-FG-7638-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7638-10A-01D-2085-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7638-10	TCGA-FG-7638-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7638-10A-01D-2085-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7638-10	TCGA-FG-7638-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7638-10A-01D-2085-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7638-10	TCGA-FG-7638-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7638-10A-01D-2085-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7641-01	TCGA-FG-7641-01B-11D-2252-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7641-01B-11D-2252-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7641-01	TCGA-FG-7641-01B-11D-2252-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7641-01B-11D-2252-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7641-01	TCGA-FG-7641-01B-11D-2252-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7641-01B-11D-2252-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7641-01	TCGA-FG-7641-01B-11D-2252-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7641-01B-11D-2252-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7641-10	TCGA-FG-7641-10A-01D-2252-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7641-10A-01D-2252-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7641-10	TCGA-FG-7641-10A-01D-2252-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7641-10A-01D-2252-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7641-10	TCGA-FG-7641-10A-01D-2252-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7641-10A-01D-2252-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7641-10	TCGA-FG-7641-10A-01D-2252-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7641-10A-01D-2252-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7643-01	TCGA-FG-7643-01A-11D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7643-01A-11D-2085-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7643-01	TCGA-FG-7643-01A-11D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7643-01A-11D-2085-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7643-01	TCGA-FG-7643-01A-11D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7643-01A-11D-2085-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7643-01	TCGA-FG-7643-01A-11D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7643-01A-11D-2085-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7643-10	TCGA-FG-7643-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7643-10A-01D-2085-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7643-10	TCGA-FG-7643-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7643-10A-01D-2085-01__snp_analysis.hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7643-10	TCGA-FG-7643-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7643-10A-01D-2085-01__snp_analysis.nocnv_hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-7643-10	TCGA-FG-7643-10A-01D-2085-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-7643-10A-01D-2085-01__snp_analysis.nocnv_hg19.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-8181-01	TCGA-FG-8181-01A-11D-2252-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-8181-01A-11D-2252-01__snp_analysis.hg18.seg.txt
CNV (SNP)	BI	Genome_Wide_SNP_6	3	TCGA-FG-8181-01	TCGA-FG-8181-01A-11D-2252-01	broad.mit.edu__Genome_Wide_SNP_6__TCGA-FG-8181-01A-11D-2252-01__snp_analysis.hg19.seg.txt
